# R (km)    mas (Msun)    Lambda 
 9.320331e+00 2.061110e+00 1.606573e+00 
 9.311098e+00 2.058861e+00 1.603126e+00 
 9.301864e+00 2.056552e+00 1.600635e+00 
 9.288013e+00 2.054047e+00 1.588936e+00 
 9.279047e+00 2.051790e+00 1.586415e+00 
 9.269813e+00 2.049482e+00 1.584249e+00 
 9.261465e+00 2.047246e+00 1.581959e+00 
 9.252499e+00 2.044960e+00 1.580011e+00 
 9.244152e+00 2.042786e+00 1.577358e+00 
 9.235185e+00 2.040542e+00 1.575628e+00 
 9.227106e+00 2.038288e+00 1.574019e+00 
 9.218140e+00 2.036105e+00 1.572259e+00 
 9.210060e+00 2.033894e+00 1.570845e+00 
 9.201713e+00 2.031711e+00 1.569288e+00 
